source,destination,hamming_distance,fitts_ratio
40,82,20,3.5372473176171346
40,83,21,4.885268849428522
40,84,22,3.6820374091665258
40,85,23,5.0320783470988255
40,86,24,3.8170439959739966
40,87,25,5.168249300085132
40,88,26,3.9428089747698465
40,89,27,4.027826566369524
40,90,28,5.379963292498349
40,91,29,4.1395254464392774
40,92,30,4.215289150101774
40,93,31,5.567695794154108
40,94,32,4.315215834650071
40,95,33,4.383271161182142
40,96,34,5.735659659810357
40,97,35,4.473396323851343
40,98,36,4.314396287366833
41,18,14,5.98354316679026
41,23,8,4.126148974046066
41,24,9,1.3888597312803257
41,27,6,4.0585162337500735
41,38,3,1.6350859801469926
41,39,2,2.4109331009461075
41,40,1,1.0
41,42,1,1.0
41,43,2,2.4109331009461075
41,44,3,1.6350859801469926
41,130,5,2.2866102609556522
41,131,6,2.3460025862876797
41,132,7,3.4505129397366496
41,133,8,2.2747941192962675
41,134,9,3.4505129397366496
41,135,10,2.1673226368047853
41,137,5,1.8753049845201117
41,138,6,1.4468646408330428
41,139,7,1.9542548361386523
41,140,8,0.795990366810502
41,141,9,1.0625041813982696
41,142,10,2.397821267825235
41,143,11,1.7340668327483604
41,144,12,1.9515139441921965
41,100,8,2.415216607580621
41,101,9,2.5050083478062715
41,102,10,2.4545807630585443
41,103,11,3.6310901685303114
41,104,12,2.478949799611335
41,105,13,2.558711954609532
41,106,14,2.673250511936673
41,107,15,2.806148955916027
41,108,16,4.128766675097867
41,109,17,3.0001642810487823
41,110,18,3.13706693207776
41,111,19,3.26846635877428
41,112,20,3.393183923308868
41,113,21,4.7428908938363215
41,114,22,3.5553168875475496
41,115,23,3.6636986170820545
41,116,24,5.016080064068676
41,117,25,3.8043658029711747
41,118,26,5.157324342046234
41,119,27,3.934217393346771
41,120,28,5.287415716458924
41,121,29,4.054501877487113
41,122,30,4.135595501837213
41,123,31,4.212714033556139
41,124,32,4.286192423380703
41,125,33,4.356331068930063
41,126,34,4.423398992415387
41,127,35,5.776225322236671
41,128,36,4.29182684625317
41,67,6,3.4140612756102824
41,47,6,2.4718113851599726
41,48,7,2.5728909180058395
41,49,8,3.724669224629343
41,50,9,2.523561956057013
41,51,10,2.549452801926164
41,52,11,3.7906550283083553
41,53,12,2.6596212376482558
41,54,13,3.947024258529247
41,55,14,2.822537242984947
41,56,15,4.1394696477292685
41,57,16,3.0048784565776403
41,58,17,4.338490446134755
41,59,18,3.187197873308381
41,60,19,3.3129651782024667
41,61,20,4.659434133562834
41,62,21,3.4783240311813026
41,63,22,4.827951472391558
41,64,23,3.4245067841332526
41,69,7,2.580670520471834
41,70,8,2.7005941201615147
41,71,9,3.873907931013755
41,72,10,2.6602506280253935
41,73,11,2.6813532587237887
41,74,12,2.7408967546705743
41,75,13,2.829608780617467
41,76,14,4.128684025052488
41,77,15,2.9819161161519
41,78,16,3.1003574651370376
41,79,17,4.431936267214245
41,80,18,3.26655098012697
41,81,19,4.607099923134456
41,82,20,3.4272559976580697
41,83,21,4.772974304848855
41,84,22,3.57908945145397
41,85,23,4.927796025028166
41,86,24,3.721090243833575
41,87,25,5.071527486673145
41,88,26,3.8534208775792056
41,89,27,3.9428089747698465
41,90,28,5.29467112780127
41,91,29,4.060096205112872
41,92,30,4.1395254464392774
41,93,31,5.491868903294019
41,94,32,4.244110362757649
41,95,33,4.315215834650071
41,96,34,5.667633634625914
41,97,35,4.409221999549271
41,98,36,4.253466709265738
42,18,14,5.944535372014034
42,23,8,4.146042907948938
42,24,9,2.092625495531078
42,27,6,4.10010928148846
42,38,4,1.983511877211431
42,39,3,2.9751966089994277
42,40,2,1.5849625007211563
42,41,1,1.0
42,43,1,1.471305718925589
42,44,2,1.1747744011037082
42,130,5,2.4323865285352007
42,131,6,2.465693232342705
42,132,7,3.5464914615938516
42,133,8,2.3124855086427574
42,134,9,3.433390729305186
42,135,10,2.098676371331986
42,137,5,2.2147952525745773
42,138,6,1.8753049845201117
42,139,7,2.610539280664861
